[0.501556, 3.07252, 0.541341, 0.467838, 0.347548, 0.400956, 3.85646, 0.2268, 3.66822, 0, 3.00153, 2.89915, 4, 5, 14].urdf
[0.471261, 2.52478, 0.495706, 0.383497, 0.326258, 0.441647, 2.45702, 0.279077, 3.91949, 0, 2.04965, 2.68446, 4, 3, 16].urdf
[0.531496, 3.09405, 0.570514, 0.349683, 0.401173, 0.324152, 2.43259, 0.204994, 3.37649, 0, 3.34832, 3.22464, 0, 3, 14].urdf
[0.481388, 2.71967, 0.672029, 0.436103, 0.424477, 0.484211, 2.01231, 0.16834, 3.19061, 0, 2.58736, 2.0654, 0, 4, 8].urdf
[0.561804, 3.35688, 0.726633, 0.317899, 0.381188, 0.209725, 2.35653, 0.224446, 2.19767, 0, 1.73141, 2.65428, 3, 4, 22].urdf
[0.450811, 3.76519, 0.630118, 0.417748, 0.492554, 0.206749, 3.24121, 0.262736, 2.77452, 0, 3.08168, 1.69449, 2, 4, 18].urdf
[0.477266, 2.29716, 0.57309, 0.424659, 0.477392, 0.44753, 1.83365, 0.296116, 3.67946, 0, 3.3447, 2.58276, 4, 5, 22].urdf
[0.725935, 1.62612, 0.502432, 0.377827, 0.490429, 0.320012, 1.90117, 0.277261, 2.61599, 0, 1.82046, 2.82224, 2, 2, 18].urdf
[0.52422, 1.63865, 0.467983, 0.312216, 0.481547, 0.495954, 3.74516, 0.234516, 2.82235, 0, 3.49592, 2.22438, 2, 3, 22].urdf
[0.502398, 2.64796, 0.654105, 0.312642, 0.42145, 0.391059, 2.21, 0.147683, 2.78628, 0, 2.41304, 2.17495, 4, 2, 9].urdf
[0.553018, 3.56859, 0.647753, 0.379451, 0.499856, 0.340757, 3.30352, 0.227517, 3.53263, 0, 3.27959, 3.02912, 3, 3, 10].urdf
[0.468791, 2.34666, 0.579684, 0.404399, 0.454617, 0.583496, 1.7933, 0.121401, 2.97424, 0, 3.1963, 3.37166, 4, 3, 13].urdf
[0.494343, 3.89727, 0.647029, 0.472413, 0.319452, 0.399111, 2.9527, 0.148311, 1.92256, 0, 1.61707, 2.44124, 0, 3, 22].urdf
[0.577112, 4.49994, 0.485195, 0.35425, 0.380759, 0.359925, 3.17846, 0.168944, 3.28442, 0, 2.29832, 2.36352, 3, 2, 20].urdf
[0.646026, 4.0422, 0.611077, 0.322095, 0.381007, 0.362149, 2.30261, 0.10599, 3.34314, 0, 2.71262, 2.90643, 3, 5, 9].urdf
[0.71015, 1.60217, 0.610475, 0.380849, 0.404837, 0.34604, 1.97642, 0.103825, 2.79537, 0, 2.24643, 1.94573, 0, 2, 11].urdf
[0.480004, 2.42764, 0.469845, 0.313121, 0.471255, 0.264848, 2.89921, 0.254691, 2.64102, 0, 1.89919, 2.36597, 2, 3, 19].urdf
[0.675306, 4.74524, 0.458686, 0.479138, 0.378514, 0.551349, 3.22696, 0.29747, 3.39821, 0, 2.50213, 2.25278, 1, 3, 15].urdf
